seed,net_worth,trades,final_cash,final_position
44368,10412.859982750217,4,10412.859982750217,0.0
44369,10274.050010830028,2,10274.050010830028,0.0
44370,11054.522283171873,8,11054.522283171873,0.0
44371,10854.412767360323,6,10854.412767360323,0.0
44372,8396.197574176691,1,70.44679998450192,98.0
44373,10493.776603507975,4,10493.776603507975,0.0
44374,10845.96724931425,7,86.26230274292902,121.0
44375,9871.723069896138,3,16.011299269150186,106.0
44376,8846.60395746136,9,14.766241930627075,129.0
44377,9960.185800837742,3,9.540037597986156,107.0
44378,9489.278328416818,5,51.80188649988486,110.0
44379,10448.125757617845,4,10448.125757617845,0.0
44380,10573.207309478017,4,10573.207309478017,0.0
44381,10428.809504998117,2,10428.809504998117,0.0
44382,9004.962936241822,3,39.15832437260906,106.0
44383,10225.74196600868,2,10225.74196600868,0.0
44384,7799.948846442409,1,73.2909197038025,99.0
44385,9043.93093327166,1,91.14006103256179,100.0
44386,7713.0670197911595,1,71.09774658449533,98.0
44387,11330.426901353483,10,11330.426901353483,0.0
44388,9766.498436530295,1,57.522409086337575,100.0
44389,10483.74408601458,4,10483.74408601458,0.0
44390,10202.616920591865,2,10202.616920591865,0.0
44391,10341.525424309415,2,10341.525424309415,0.0
44392,10508.179555830686,4,10508.179555830686,0.0
44393,10555.093210209214,4,10555.093210209214,0.0
44394,8567.310161509033,1,11.35267535836465,101.0
44395,9645.458387787543,3,54.53755968126097,106.0
44396,9177.87916677773,5,55.72459532171706,110.0
44397,7778.564007708899,1,86.16262805764927,101.0
44398,7412.756888019911,1,69.91212975797498,99.0
44399,10446.210526349316,4,10446.210526349316,0.0
44400,7942.035850955023,1,63.37572169845225,98.0
44401,10709.127951931536,6,10709.127951931536,0.0
44402,9479.591812693812,3,31.91918790433374,106.0
44403,8520.638809419748,1,68.96481425043203,98.0
44404,9152.776167660311,3,2.0277125238790177,105.0
44405,10213.34535970102,2,10213.34535970102,0.0
44406,10445.97505510456,4,10445.97505510456,0.0
44407,10778.976397896857,6,10778.976397896857,0.0
44408,10218.189458241164,2,10218.189458241164,0.0
44409,10913.31394821558,6,10913.31394821558,0.0
44410,10504.544795967384,4,10504.544795967384,0.0
44411,9038.168084865702,7,29.7693974081958,121.0
44412,10482.860541096443,4,10482.860541096443,0.0
44413,10268.193052094166,3,55.42889459970502,105.0
44414,9390.63737675941,1,5.47105091949561,101.0
44415,10525.734652772693,4,10525.734652772693,0.0
44416,10487.436039955304,4,10487.436039955304,0.0
44417,10197.783135800852,2,10197.783135800852,0.0
44418,10326.888635663921,2,10326.888635663921,0.0
44419,10233.491568460728,2,10233.491568460728,0.0
44420,10249.537075417105,2,10249.537075417105,0.0
44421,10198.215834218321,2,10198.215834218321,0.0
44422,8575.489864602141,1,49.208264045139,100.0
44423,10437.196853602443,4,10437.196853602443,0.0
44424,10636.447095283653,4,10636.447095283653,0.0
44425,10489.735482347318,4,10489.735482347318,0.0
44426,10283.482163449773,2,10283.482163449773,0.0
44427,10649.604501695576,4,10649.604501695576,0.0
44428,10308.714736260637,2,10308.714736260637,0.0
44429,10495.292744559425,4,10495.292744559425,0.0
44430,10462.222236574125,4,10462.222236574125,0.0
44431,10198.810744802824,2,10198.810744802824,0.0
44432,11129.809499265933,11,28.58306738106512,136.0
44433,9955.741208083018,3,8.394039811510083,106.0
44434,10442.698860780685,4,10442.698860780685,0.0
44435,10841.909782885285,6,10841.909782885285,0.0
44436,9420.225776313257,3,71.01754343698121,104.0
44437,10222.20324184448,2,10222.20324184448,0.0
44438,7551.556626771636,1,44.35473248665221,100.0
44439,7205.051782046031,1,50.36270615354806,98.0
44440,10574.636243339723,4,10574.636243339723,0.0
44441,10687.210202364011,6,10687.210202364011,0.0
44442,10538.563082246963,4,10538.563082246963,0.0
44443,10376.238900518685,2,10376.238900518685,0.0
44444,7688.123518803656,1,94.02770117867658,97.0
44445,10225.53851974197,2,10225.53851974197,0.0
44446,8366.594660736842,1,30.067868039408495,99.0
44447,9627.178156664511,1,96.17412695086023,98.0
44448,6865.565786016344,1,68.88588962792346,99.0
44449,9748.480430616852,1,77.371994476076,98.0
44450,10446.202695351833,4,10446.202695351833,0.0
44451,8619.861251624168,1,5.0937611116441985,99.0
44452,10453.576994294102,5,91.232940138716,112.0
44453,10921.8077800874,6,10921.8077800874,0.0
44454,10207.094765513799,2,10207.094765513799,0.0
44455,10085.973371250862,3,81.44049341838036,103.0
44456,10389.036105476469,3,61.39737544478339,106.0
44457,10932.201915416561,8,10932.201915416561,0.0
44458,10742.916079971943,4,10742.916079971943,0.0
44459,10316.964646575876,2,10316.964646575876,0.0
44460,10270.669573620535,2,10270.669573620535,0.0
44461,10846.884287790408,6,10846.884287790408,0.0
44462,10206.946762821912,2,10206.946762821912,0.0
44463,10301.361000030915,2,10301.361000030915,0.0
44464,9420.671598926912,1,68.88683731074525,99.0
44465,10301.957652241053,2,10301.957652241053,0.0
44466,10214.761978470764,2,10214.761978470764,0.0
44467,10737.295766021585,6,10737.295766021585,0.0
44468,8265.978966052064,1,87.39916111257116,98.0
44469,10762.15399919012,6,10762.15399919012,0.0
44470,10469.04579341943,3,81.99122170357623,107.0
44471,10271.586070553029,2,10271.586070553029,0.0
44472,10273.39267414663,2,10273.39267414663,0.0
44473,10199.80978762572,2,10199.80978762572,0.0
44474,10473.434680811444,4,10473.434680811444,0.0
44475,10666.035384274639,6,10666.035384274639,0.0
44476,8072.302857571035,1,52.684229997512375,101.0
44477,10438.980566838885,4,10438.980566838885,0.0
44478,8908.342797467185,5,77.01906501787198,110.0
44479,8296.551236898611,1,59.207000648311805,100.0
44480,10677.80237988267,6,10677.80237988267,0.0
44481,10248.473511143913,2,10248.473511143913,0.0
44482,10833.375748540302,6,10833.375748540302,0.0
44483,10459.36160606838,4,10459.36160606838,0.0
44484,10259.49428611709,2,10259.49428611709,0.0
44485,8860.006760198594,3,42.19803078611949,105.0
44486,9021.0979907181,1,29.28814589750982,99.0
44487,10250.757765732536,2,10250.757765732536,0.0
44488,10476.38677011484,4,10476.38677011484,0.0
